Order Date,Order ID,Title,Category,ASIN/ISBN,UNSPSC Code,Website,Release Date,Condition,Seller,Seller Credentials,List Price Per Unit,Purchase Price Per Unit,Quantity,Payment Instrument Type,Purchase Order Number,PO Line Number,Ordering Customer Email,Shipment Date,Shipping Address Name,Shipping Address Street 1,Shipping Address Street 2,Shipping Address City,Shipping Address State,Shipping Address Zip,Order Status,Carrier Name & Tracking Number,Item Subtotal,Item Subtotal Tax,Item Total,Tax Exemption Applied,Tax Exemption Type,Exemption Opt-Out,Buyer Name,Currency,Group Name
11/04/08,105-4908944-5160200,The Box: How the Shipping Container Made the World Smaller and the World Economy Bigger,ABIS_BOOK,691136408,55101500,Amazon.com,2008-01-27T00:00:01,,Amazon.com,,$14.95,$10.17,1,Visa - 9667,,,jon@nozama.dev,11/05/08,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$10.17,$0.00,$10.17,,,,Mayor McCheese,USD,
12/22/08,103-0887813-8277011,My Son the Box,ABIS_MUSIC,B000BNWNRY,55111512,Amazon.com,2005-11-08T00:00:01,,Amazon.com,,$139.98,$125.99,1,Visa - 9667,,,jon@nozama.dev,12/30/08,Grimace,9016 SPANNING ST,,OAKLAND,CA,94609,Shipped,UPS(69696969696969),$125.99,$0.00,$125.99,,,,Mayor McCheese,USD,
12/24/08,103-5885723-0612269,Outliers: The Story of Success,ABIS_BOOK,316017922,55101500,Amazon.com,2008-11-18T00:00:01,,Amazon.com,,$27.99,$15.39,1,Visa - 9500,,,jon@nozama.dev,12/29/08,Ronald McDonald,9102 BETHEL ST NE,,OLYMPIA,WA,98506,Shipped,UPS(69696969696969),$15.39,$1.29,$16.68,,,,Mayor McCheese,USD,
12/24/08,103-5885723-0612269,Does Anything Eat Bankers?,ABIS_BOOK,1905847939,55101500,Amazon.com,2008-01-01T00:00,,Amazon.com,,$10.37,$10.37,1,Visa - 9500,,,jon@nozama.dev,01/08/09,Ronald McDonald,9102 BETHEL ST NE,,OLYMPIA,WA,98506,Shipped,UPS(69696969696969),$10.37,$0.86,$11.23,,,,Mayor McCheese,USD,
01/29/09,104-5862213-6560240,Zoom H2 Handy Portable Stereo Recorder,VOICE_RECORDER,B000VBH2IG,52161535,Amazon.com,,,Amazon.com,,$334.99,$160.17,1,Visa - 9667 and Gift Certificate/Card,,,jon@nozama.dev,02/01/09,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$160.17,$0.00,$160.17,,,,Mayor McCheese,USD,
03/28/09,103-7097696-7637859,"Hoover FloorMate Spinscrub 800 Wet/Dry Vacuum Cleaner with Tools, H3060",VACUUM_CLEANER,B0007MS5B2,47121602,Amazon.com,,,Amazon.com,,$259.99,$150.95,1,Visa - 9500 and Gift Certificate/Card,,,jon@nozama.dev,03/30/09,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$150.95,$0.00,$150.95,,,,Mayor McCheese,USD,
07/28/09,002-3457087-2754604,"Kindle Wireless Reading Device (6"" Display, U.S. Wireless)",AMAZON_BOOK_READER,B00154JDAI,43211519,Amazon.com,,,Amazon.com,,$299.00,$299.00,1,Visa - 9667,,,jon@nozama.dev,07/29/09,Grimace,9016 SPANNING ST,,OAKLAND,CA,94609,Shipped,UPS(69696969696969),$299.00,$0.00,$299.00,,,,Mayor McCheese,USD,
11/27/10,105-7800132-4510656,"CRKT Guppie Multitool: Slip Joint Adjustable Wrench, Black Knife Blade, Removable Bit Driver with LED Light, Carabiner, Bottle Opener, Pocket Clip 9070",MULTITOOL,B000PL6N2S,27110000,Amazon.com,,,Amazon.com,,$39.99,$24.11,1,Visa - 9667,,,jon@nozama.dev,11/28/10,Ronald McDonald,9102 BETHEL ST NE,,OLYMPIA,WA,98506,Shipped,UPS(69696969696969),$24.11,$2.05,$26.16,,,,Mayor McCheese,USD,
12/23/10,105-3513079-8954629,Amazon Incentives gift card purchase,GIFT_CARD,BT00DDVMVQ,14111803,Amazon.com,,,Amazon.com,,$5000.00,$30.00,1,Visa - 9667,,,jon@nozama.dev,12/23/10,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$30.00,$0.00,$30.00,,,,Mayor McCheese,USD,
02/27/11,105-7608206-4800234,,,B002HU65EQ,,Amazon.com,,,Newtrent,,$59.95,$49.95,1,Visa - 9667,,,jon@nozama.dev,03/01/11,Sundae the Dog,9914 SAN MIGUEL DR,,WALNUT CREEK,CA,94596,Shipped,UPS(69696969696969),$49.95,$4.62,$54.57,,,,Mayor McCheese,USD,
10/28/11,105-2693971-9139404,Kindle Fire (Previous Generation - 1st),AMAZON_TABLET,B0051VVOB2,43211519,Amazon.com,,new,Amazon.com,,$199.00,$199.00,1,Visa - 9667 and Gift Certificate/Card,,,jon@nozama.dev,11/14/11,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$199.00,$0.00,$199.00,,,,Mayor McCheese,USD,
08/12/12,002-6805938-2706626,"Bird and Cronin Night Splint Size: Large, Style: Slip-Resistant Tread",ORTHOPEDIC_BRACE,B001MA2ZEQ,42240000,Amazon.com,,new,Flexi Ventures 21 Years On-line 🏆,,$21.39,$21.39,1,Visa - 9060,,,jon@nozama.dev,08/13/12,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$21.39,$0.00,$21.39,,,,Mayor McCheese,USD,
11/04/12,103-2721321-6253048,$50 PlayStation Store Gift Card [Digital Code],VIDEO_GAME_ACCESSORIES,B004RMK4P8,64151505,Amazon.com,2011-03-11T00:00:01,new,Amazon.com Services LLC,,$49.99,$49.99,1,Visa - 9060,,,jon@nozama.dev,11/04/12,Address unavailable,,,,,,Shipped,UPS(69696969696969),$49.99,$0.00,$49.99,,,,Mayor McCheese,USD,
12/30/12,106-4138282-3002624,Accoutrements Horse Head Mask,COSTUME_MASK,B003G4IM4S,60141400,Amazon.com,,new,Amazon.com,,$29.99,$24.73,1,Visa - 9060,,,jon@nozama.dev,12/30/12,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$24.73,$0.00,$24.73,,,,Mayor McCheese,USD,
12/30/12,106-4138282-3002624,"Amazon Kindle Paperwhite , 6-Inch, Wi-Fi, With Special Offers [Previous Generation - 5th]",AMAZON_BOOK_READER,B007OZNZG0,43211519,Amazon.com,,new,Amazon.com,,$119.00,$119.00,1,Visa - 9060,,,jon@nozama.dev,12/30/12,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$119.00,$0.00,$119.00,,,,Mayor McCheese,USD,
01/01/13,106-2907872-2033026,"New Jewish Wedding, Revised",ABIS_BOOK,743202554,55101500,Amazon.com,2001-03-06T00:00:01,new,Amazon.com,,$15.00,$10.20,1,Visa - 9060,,,jon@nozama.dev,01/02/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$10.20,$0.00,$10.20,,,,Mayor McCheese,USD,
01/13/13,106-7417135-5981064,SAMSON Meteor Mic USB Studio Condenser Microphone (Chrome),MICROPHONE,B004MF39YS,43211700,Amazon.com,,new,Amazon.com,,$149.99,$62.99,1,Visa - 9060,,,jon@nozama.dev,01/14/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$62.99,$0.00,$62.99,,,,Mayor McCheese,USD,
01/14/13,108-0132848-7730640,,,B009I5MM4U,,Amazon.com,,new,US Today (Ship from Hong Kong),,$19.99,$2.95,2,Visa - 9060,,,jon@nozama.dev,01/14/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$5.90,$0.00,$5.90,,,,Mayor McCheese,USD,
01/14/13,108-8126428-1213007,,,B008DNM3ZQ,,Amazon.com,,new,WE MARKET--Ship From Hong Kong,,$29.99,$1.96,1,Visa - 9060,,,jon@nozama.dev,01/16/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$1.96,$0.00,$1.96,,,,Mayor McCheese,USD,
01/28/13,108-9110224-1140203,,,B007VEQ2UU,,Amazon.com,,new,Monoprice,,$21.32,$9.17,2,Visa - 9060,,,jon@nozama.dev,01/28/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$18.34,$0.00,$18.34,,,,Mayor McCheese,USD,
03/01/13,106-8831871-9953861,Mini DisplayPort to DVI Female Adapter Cable,ELECTRONIC_CABLE,B003BHHIA4,43202222,Amazon.com,,new,Cool-Deals,,$35.99,$8.98,1,Visa - 9060,,,jon@nozama.dev,03/01/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$8.98,$0.00,$8.98,,,,Mayor McCheese,USD,
04/02/13,106-7905184-4296258,Logitech UE Mobile Boombox Bluetooth Speaker and Speakerphone (Black Grill/Black),SPEAKERS,B0094S354W,52161509,Amazon.com,,new,Amazon.com,,$99.99,$91.89,1,Visa - 9060,,,jon@nozama.dev,04/03/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$91.89,$6.06,$97.95,,,,Mayor McCheese,USD,
04/02/13,106-7905184-4296258,"StarTech.com 3 ft. (0.9 m) 3.5mm Audio Cable - 3.5mm Slim Audio Cable - Right Angle - Male/Male - Aux Cable (MU3MMSRA), Black",ELECTRONIC_CABLE,B004G7O1PI,26121600,Amazon.com,,new,Amazon.com,,$4.99,$4.99,1,Visa - 9060,,,jon@nozama.dev,04/17/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$4.99,$0.33,$5.32,,,,Mayor McCheese,USD,
04/02/13,106-7905184-4296258,"Logitech Anywhere Mobile Mouse MX, Wireless Mouse for PC and Mac",INPUT_MOUSE,B0082D5660,43211708,Amazon.com,,new,Amazon.com,,$59.99,$47.49,1,Visa - 9060,,,jon@nozama.dev,04/03/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$47.49,$3.13,$50.62,,,,Mayor McCheese,USD,
07/17/13,109-4906019-3525007,UPG UB1250 Sealed Lead Acid Batteries,BATTERY,B001DL9IBC,26111700,Amazon.com,,new,Amazon.com,,$17.85,$16.52,1,Visa - 9060,,,jon@nozama.dev,07/18/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$16.52,$0.93,$17.45,,,,Mayor McCheese,USD,
09/19/13,105-5993484-2649812,Amazon eGift Card - Wedding (Dress and Tux),GIFT_CARD,B00E1QAWXE,64151505,Amazon.com,,new,Amazon.com,,$50.00,$50.00,1,Visa - 9353,,,jon@nozama.dev,09/19/13,The Hamburglar,120 E Fillmore,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$50.00,$0.00,$50.00,,,,Mayor McCheese,USD,
09/22/13,105-7388696-6439402,Amazon Gift Card - Print - Baby Shower,GIFT_CARD,B005EISPOG,64151505,Amazon.com,,new,Amazon.com,,$50.00,$50.00,1,Visa - 9353,,,jon@nozama.dev,09/22/13,The Hamburglar,120 E Fillmore,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$50.00,$0.00,$50.00,,,,Mayor McCheese,USD,
09/22/13,105-7231623-8226664,Amazon eGift Card - Baby Shower,GIFT_CARD,B005EISOUQ,64151505,Amazon.com,,new,Amazon.com,,$50.00,$50.00,1,Visa - 9353,,,jon@nozama.dev,09/22/13,The Hamburglar,120 E Fillmore,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$50.00,$0.00,$50.00,,,,Mayor McCheese,USD,
10/19/13,105-7564733-3821826,Air Line Jumper 5' with Screw Clamps,HARDWARE_CLAMP_VISE,B0002EAJXM,31162900,Amazon.com,,new,HomeBrewStuff,,$0.00,$5.49,1,Gift Certificate/Card,,,jon@nozama.dev,10/20/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$5.49,$0.00,$5.49,,,,Mayor McCheese,USD,
10/19/13,105-9816968-6453804,,,B0064OKADS,,Amazon.com,,new,JB Shop,,$0.00,$12.69,1,Gift Certificate/Card,,,jon@nozama.dev,10/21/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$12.69,$0.00,$12.69,,,,Mayor McCheese,USD,
10/19/13,105-9816968-6453804,"Kegco KC LH-542 Draft Beer Regulator, Chrome",KITCHEN,B003WX772G,52141500,Amazon.com,,new,The Beverage Factory,,$0.00,$46.90,1,Gift Certificate/Card,,,jon@nozama.dev,10/21/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$46.90,$0.00,$46.90,,,,Mayor McCheese,USD,
10/19/13,105-5393208-0325830,"Beverage Factory 40 27-1100-77 Ball Lock 1/4"" MFL Becker Home Brew Beer Coupler Keg Tap, Gas in",MECHANICAL_COMPONENTS,B005SM5X66,52150000,Amazon.com,,new,NY Brew Supply,,$0.00,$5.75,1,Gift Certificate/Card,,,jon@nozama.dev,10/21/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$5.75,$0.00,$5.75,,,,Mayor McCheese,USD,
10/21/13,105-0945108-2436206,Homebrew Cola Extract - 2 fl oz,CONCENTRATED_FLAVORING_SUBSTANCE,B0064OGBV8,50202300,Amazon.com,,new,Sunflower Supplies,,$0.00,$10.99,1,Gift Certificate/Card,,,jon@nozama.dev,10/22/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$10.99,$0.00,$10.99,,,,Mayor McCheese,USD,
10/22/13,105-7613787-7450634,"uni-ball Jetstream RT Retractable Ballpoint Pens Fine Point, 0.7mm, Black, 3 Pack",WRITING_INSTRUMENT,B002FSZP5A,44121704,Amazon.com,,new,Amazon.com,,$10.49,$10.49,1,Gift Certificate/Card,,,jon@nozama.dev,10/23/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$10.49,$0.87,$11.36,,,,Mayor McCheese,USD,
10/31/13,002-6104327-4785044,"Root Beer Zatarain's Concentrate, 4 Ounce Plastic Bottles (Pack of 12)",DRINK_FLAVORED,B00122E62S,50202200,Amazon.com,,new,Amazon.com,,$26.99,$20.79,1,Gift Certificate/Card,,,jon@nozama.dev,10/31/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$20.79,$0.37,$21.16,,,,Mayor McCheese,USD,
11/27/13,002-4596338-1495466,Brooks PureGrit2 10.5,SHOES,B0089HJTR6,53110000,Amazon.com,,new,Brooks Sports,,$110.00,$110.00,1,Visa - 9382 and Gift Certificate/Card,,,jon@nozama.dev,12/05/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$110.00,$8.36,$118.36,,,,Mayor McCheese,USD,
11/27/13,002-1984600-8374614,"LorAnn Lemon Oil, 1 Dram",ESSENTIAL_OIL,B0008D6XH8,53131600,Amazon.com,,new,Oasis Supply Company,,$0.00,$3.75,1,Visa - 9382 and Gift Certificate/Card,,,jon@nozama.dev,11/29/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$3.75,$0.00,$3.75,,,,Mayor McCheese,USD,
11/27/13,002-1176380-8933026,Boyajian Orange Oil - Pure - 1 oz,EDIBLE_OIL_VEGETABLE,B000FRSTAG,50000000,Amazon.com,,new,Golda's Kitchen Canada,,$0.00,$3.75,1,Visa - 9382 and Gift Certificate/Card,,,jon@nozama.dev,11/28/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$3.75,$0.00,$3.75,,,,Mayor McCheese,USD,
11/27/13,002-1033923-9193017,,,B0015C9FI0,,Amazon.com,,new,"Rock Ridge Retail, LLC",,$0.00,$3.63,1,Visa - 9382 and Gift Certificate/Card,,,jon@nozama.dev,11/29/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$3.63,$0.00,$3.63,,,,Mayor McCheese,USD,
11/29/13,104-7735179-2849011,"Panasonic ErgoFit Earbud Headphones with Microphone and Call Controller Compatible with iPhone, Android and Blackberry - RP-TCM125-K - In-Ear (Black), Earpads S/M/L",HEADPHONES,B00E4LGVUO,52160000,Amazon.com,,new,EValue,,$19.99,$15.49,1,Visa - 9382 and Gift Certificate/Card,,,jon@nozama.dev,12/02/13,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$15.49,$0.00,$15.49,,,,Mayor McCheese,USD,
01/13/14,115-9905035-9752235,"Close-Up Toothpaste, Refreshing Red Gel, Anticavity Fluoride, Cinnamon, 6 Oz (Pack of 6)",TOOTH_CLEANING_AGENT,B00AETZ5JI,53131502,Amazon.com,,new,Health and Beauty Supplies,,$0.00,$15.98,1,Gift Certificate/Card,,,jon@nozama.dev,01/15/14,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$15.98,$0.00,$15.98,,,,Mayor McCheese,USD,
01/28/14,104-2282026-0281059,"Thomas and Betts UV 175 Tensile Strength 48 Inch Cable Ties, Pack of 50 - Black",HOME_LIGHTING_ACCESSORY,B00124TCUC,39121703,Amazon.com,,new,Boston Industrial,,$29.99,$15.00,1,Gift Certificate/Card,,,jon@nozama.dev,01/29/14,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$15.00,$0.00,$15.00,,,,Mayor McCheese,USD,
02/06/14,104-1040658-7728246,Dickies Men's Basic Blended Coverall,PANTS,B005HJ8PBU,46181500,Amazon.com,,new,Amazon.com,,$54.00,$29.97,1,Visa - 9353 and Gift Certificate/Card,,,jon@nozama.dev,02/06/14,Mayor McCheese,928 E Fillmore St,,Tempe,AZ,85281,Shipped,UPS(69696969696969),$29.97,$2.28,$32.25,,,,Mayor McCheese,USD,
